user_ID,subscription_type,monthly_revenue,join_date,last_payment_date,country,age,gender,device
795,Basic,11,3/8/2022,1/7/2023,Germany,47,Male,Smartphone
796,Premium,12,4/8/2022,1/7/2023,France,27,Male,Smart TV
797,Basic,10,5/8/2022,30-06-23,Brazil,35,Male,Tablet
798,Standard,15,12/7/2022,30-06-23,Mexico,35,Male,Laptop
799,Premium,10,2/7/2022,30-06-23,Spain,48,Male,Tablet
800,Basic,12,26-06-22,30-06-23,Italy,36,Male,Smartphone
801,Premium,10,22-06-22,29-06-23,Spain,46,Male,Smartphone
802,Basic,13,22-06-22,30-06-23,Spain,33,Female,Smartphone
803,Standard,14,19-06-22,1/7/2023,United States,43,Male,Smart TV
804,Standard,14,22-06-22,2/7/2023,Canada,47,Female,Smartphone
805,Basic,15,27-06-22,28-06-23,United States,39,Female,Laptop
806,Premium,15,1/7/2022,30-06-23,United States,30,Female,Laptop
807,Basic,11,28-06-22,30-06-23,Canada,46,Male,Tablet
808,Standard,13,25-06-22,1/7/2023,United Kingdom,39,Male,Smart TV
809,Premium,10,22-06-22,28-06-23,Australia,28,Male,Smartphone
810,Basic,13,9/6/2022,29-06-23,Germany,38,Male,Smartphone
811,Premium,13,10/6/2022,30-06-23,France,36,Male,Laptop
812,Basic,15,11/6/2022,1/7/2023,Brazil,33,Male,Laptop
813,Standard,10,11/6/2022,28-06-23,Mexico,50,Male,Smartphone
814,Standard,10,12/6/2022,29-06-23,Spain,38,Male,Smartphone
815,Basic,15,13-06-22,30-06-23,Italy,29,Male,Smartphone
816,Premium,15,18-06-22,30-06-23,Spain,47,Female,Smart TV
817,Basic,15,29-06-22,30-06-23,Spain,31,Female,Tablet
818,Standard,13,30-06-22,28-06-23,United States,40,Male,Tablet
819,Premium,14,1/7/2022,1/7/2023,Canada,50,Male,Laptop
820,Basic,11,7/7/2022,30-06-23,United States,43,Female,Tablet
821,Basic,12,13-07-22,29-06-23,United States,35,Female,Laptop
822,Basic,11,24-07-22,29-06-23,Canada,36,Male,Laptop
823,Standard,15,29-07-22,30-06-23,United Kingdom,30,Male,Smartphone
824,Premium,13,31-07-22,30-06-23,Australia,47,Female,Smartphone
825,Basic,12,9/8/2022,30-06-23,Germany,30,Female,Laptop
826,Basic,11,18-08-22,1/7/2023,France,37,Male,Smart TV
827,Premium,15,20-08-22,30-06-23,Brazil,34,Male,Smartphone
828,Standard,15,30-08-22,30-06-23,Mexico,33,Female,Smart TV
829,Standard,10,1/9/2022,29-06-23,Spain,31,Male,Tablet
830,Basic,13,2/9/2022,3/7/2023,Italy,30,Female,Smartphone
831,Premium,10,2/9/2022,29-06-23,Spain,35,Male,Smartphone
832,Standard,14,15-09-22,2/7/2023,Spain,40,Female,Tablet
833,Basic,13,17-09-22,29-06-23,United States,29,Male,Smartphone
834,Standard,14,26-09-22,3/7/2023,Canada,34,Female,Smart TV
835,Premium,12,27-09-22,29-06-23,United States,31,Male,Laptop
836,Basic,15,4/10/2022,1/7/2023,United States,28,Male,Laptop
837,Premium,12,6/10/2022,29-06-23,Canada,46,Female,Smart TV
838,Standard,11,7/10/2022,2/7/2023,United Kingdom,38,Male,Smartphone
839,Basic,13,6/10/2022,30-06-23,Australia,35,Female,Laptop
840,Standard,15,7/10/2022,3/7/2023,Germany,49,Male,Smartphone
841,Premium,13,6/10/2022,29-06-23,France,42,Male,Smartphone
842,Basic,14,6/10/2022,2/7/2023,Brazil,37,Female,Laptop
843,Standard,13,4/10/2022,1/7/2023,Mexico,39,Female,Smartphone
844,Premium,10,14-10-22,2/7/2023,Spain,47,Female,Smart TV
845,Basic,12,19-10-22,29-06-23,Italy,49,Male,Smartphone
846,Premium,12,21-10-22,1/7/2023,Spain,35,Male,Laptop
847,Basic,11,28-10-22,30-06-23,Spain,36,Female,Smart TV
848,Standard,11,1/11/2022,2/7/2023,United States,40,Male,Tablet
849,Standard,10,12/11/2022,29-06-23,Canada,30,Female,Smart TV
850,Basic,13,13-11-22,30-06-23,United States,51,Female,Smart TV
851,Premium,15,9/11/2022,30-06-23,United States,47,Male,Laptop
852,Basic,12,8/11/2022,1/7/2023,Canada,47,Female,Laptop
853,Standard,14,6/11/2022,30-06-23,United Kingdom,39,Male,Tablet
854,Premium,10,7/11/2022,30-06-23,Australia,49,Male,Smart TV
855,Basic,12,2/11/2022,1/7/2023,Germany,33,Male,Laptop
856,Premium,10,6/10/2022,30-06-23,France,32,Female,Smart TV
857,Basic,15,16-09-22,30-06-23,Brazil,40,Male,Smartphone
858,Standard,14,10/9/2022,30-06-23,Mexico,40,Female,Laptop
859,Standard,12,4/9/2022,30-06-23,Spain,51,Female,Tablet
860,Basic,13,26-08-22,1/7/2023,Italy,50,Male,Smart TV
861,Premium,14,14-08-22,1/7/2023,Spain,50,Female,Smart TV
862,Basic,14,12/8/2022,1/7/2023,Spain,47,Male,Smartphone
863,Standard,12,10/8/2022,30-06-23,United States,35,Male,Laptop
864,Premium,11,10/8/2022,1/7/2023,Canada,31,Male,Tablet
865,Basic,15,4/8/2022,1/7/2023,United States,36,Male,Smartphone
866,Premium,10,5/8/2022,1/7/2023,United States,41,Female,Smart TV
867,Basic,13,17-07-22,30-06-23,Canada,49,Female,Tablet
868,Standard,12,16-07-22,1/7/2023,United Kingdom,34,Female,Tablet
869,Standard,15,13-07-22,1/7/2023,Australia,30,Female,Tablet
870,Basic,13,3/7/2022,2/7/2023,Germany,38,Male,Laptop
871,Premium,11,24-06-22,29-06-23,France,45,Male,Tablet
872,Basic,14,21-06-22,1/7/2023,Brazil,42,Female,Laptop
873,Standard,10,22-06-22,1/7/2023,Mexico,42,Female,Smart TV
874,Premium,10,23-06-22,2/7/2023,Spain,31,Male,Smart TV
875,Basic,14,26-06-22,29-06-23,Italy,28,Male,Smart TV
876,Premium,11,27-06-22,30-06-23,Spain,44,Male,Tablet
877,Basic,13,28-06-22,1/7/2023,Spain,30,Male,Smart TV
878,Standard,13,28-06-22,2/7/2023,United States,33,Male,Smartphone
879,Standard,12,18-06-22,29-06-23,Canada,42,Female,Tablet
880,Basic,11,11/6/2022,30-06-23,United States,31,Male,Smart TV
881,Premium,11,11/6/2022,1/7/2023,United States,31,Female,Smartphone
882,Basic,13,12/6/2022,1/7/2023,Canada,46,Female,Smart TV
883,Standard,15,13-06-22,29-06-23,United Kingdom,28,Female,Tablet
884,Premium,11,13-06-22,29-06-23,Australia,50,Male,Tablet
885,Basic,11,18-06-22,2/7/2023,Germany,34,Male,Tablet
886,Premium,15,23-06-22,30-06-23,France,45,Female,Smart TV
887,Basic,12,26-06-22,30-06-23,Brazil,38,Female,Laptop
888,Standard,13,29-06-22,29-06-23,Mexico,42,Female,Laptop
889,Standard,10,2/7/2022,1/7/2023,Spain,45,Female,Smartphone
890,Basic,10,6/7/2022,30-06-23,Italy,44,Male,Smart TV
891,Premium,14,18-07-22,30-06-23,Spain,50,Female,Smart TV
892,Basic,15,29-07-22,30-06-23,Spain,38,Male,Tablet
893,Standard,13,30-07-22,1/7/2023,United States,42,Female,Smart TV
894,Premium,13,3/8/2022,1/7/2023,Canada,50,Male,Smart TV
895,Basic,10,15-08-22,30-06-23,United States,30,Male,Smartphone
896,Basic,10,20-08-22,1/7/2023,United States,47,Female,Smartphone
897,Basic,14,21-08-22,30-06-23,Canada,32,Female,Laptop
898,Standard,11,30-08-22,2/7/2023,United Kingdom,31,Female,Tablet
899,Premium,15,1/9/2022,29-06-23,Australia,37,Male,Laptop
900,Basic,14,2/9/2022,3/7/2023,Germany,32,Female,Smartphone
901,Basic,12,4/9/2022,30-06-23,France,29,Male,Smartphone
902,Premium,12,10/9/2022,2/7/2023,Brazil,28,Male,Tablet
903,Standard,11,25-09-22,29-06-23,Mexico,42,Male,Laptop
904,Standard,12,27-09-22,3/7/2023,Spain,37,Male,Tablet
905,Basic,13,1/10/2022,30-06-23,Italy,38,Female,Laptop
906,Premium,13,6/10/2022,2/7/2023,Spain,32,Male,Smart TV
907,Standard,15,7/10/2022,30-06-23,Spain,48,Male,Laptop
908,Basic,13,8/10/2022,3/7/2023,United States,46,Female,Smart TV
909,Standard,14,8/10/2022,1/7/2023,Canada,30,Male,Tablet
910,Premium,10,8/10/2022,3/7/2023,United States,40,Female,Smart TV
911,Basic,13,8/10/2022,29-06-23,United States,29,Male,Smart TV
912,Premium,15,8/10/2022,2/7/2023,Canada,41,Male,Tablet
913,Standard,15,10/10/2022,1/7/2023,United Kingdom,32,Male,Laptop
914,Basic,12,19-10-22,2/7/2023,Australia,44,Female,Smart TV
915,Standard,15,20-10-22,29-06-23,Germany,41,Male,Laptop
916,Premium,12,26-10-22,1/7/2023,France,50,Female,Smartphone
917,Basic,14,29-10-22,30-06-23,Brazil,33,Female,Tablet
918,Standard,10,31-10-22,2/7/2023,Mexico,34,Female,Smart TV
919,Premium,15,11/11/2022,29-06-23,Spain,40,Male,Smartphone
920,Basic,14,9/11/2022,1/7/2023,Italy,34,Female,Tablet
921,Premium,14,9/11/2022,1/7/2023,Spain,27,Female,Smart TV
922,Basic,13,7/11/2022,1/7/2023,Spain,34,Male,Tablet
923,Standard,13,8/11/2022,30-06-23,United States,28,Male,Tablet
924,Standard,14,5/11/2022,1/7/2023,Canada,37,Female,Smart TV
925,Basic,10,25-10-22,1/7/2023,United States,27,Female,Laptop
926,Premium,13,23-10-22,2/7/2023,United States,33,Female,Laptop
927,Basic,11,20-10-22,2/7/2023,Canada,42,Male,Laptop
928,Standard,11,14-10-22,1/7/2023,United Kingdom,49,Male,Smartphone
929,Premium,13,29-08-22,30-06-23,Australia,44,Male,Smart TV
930,Basic,10,18-08-22,1/7/2023,Germany,47,Male,Laptop
931,Premium,13,13-08-22,2/7/2023,France,33,Male,Laptop
932,Basic,11,11/8/2022,2/7/2023,Brazil,37,Male,Smart TV
933,Standard,10,11/8/2022,1/7/2023,Mexico,35,Male,Laptop
934,Standard,11,6/8/2022,1/7/2023,Spain,34,Female,Smartphone
935,Basic,10,7/8/2022,2/7/2023,Italy,44,Male,Smartphone
936,Premium,15,18-07-22,2/7/2023,Spain,29,Male,Tablet
937,Basic,10,17-07-22,30-06-23,Spain,38,Male,Smartphone
938,Standard,14,15-07-22,2/7/2023,United States,46,Male,Smart TV
939,Premium,10,14-07-22,2/7/2023,Canada,29,Male,Tablet
940,Basic,12,26-06-22,3/7/2023,United States,48,Female,Smart TV
941,Premium,10,26-06-22,29-06-23,United States,36,Male,Smart TV
942,Basic,12,22-06-22,1/7/2023,Canada,43,Male,Laptop
943,Standard,15,23-06-22,1/7/2023,United Kingdom,42,Female,Smart TV
944,Standard,10,24-06-22,2/7/2023,Australia,50,Male,Tablet
945,Basic,13,26-06-22,29-06-23,Germany,39,Male,Laptop
946,Premium,14,28-06-22,1/7/2023,France,43,Female,Laptop
947,Basic,10,29-06-22,2/7/2023,Brazil,50,Female,Tablet
948,Standard,12,26-06-22,2/7/2023,Mexico,51,Male,Laptop
949,Premium,14,26-06-22,30-06-23,Spain,40,Male,Tablet
950,Basic,10,20-06-22,30-06-23,Italy,31,Male,Tablet
951,Premium,12,18-06-22,3/7/2023,Spain,39,Female,Smartphone
952,Basic,10,16-06-22,1/7/2023,Spain,49,Female,Tablet
953,Standard,10,16-06-22,30-06-23,United States,34,Female,Laptop
954,Standard,13,17-06-22,30-06-23,Canada,38,Male,Smartphone
955,Basic,15,20-06-22,2/7/2023,United States,36,Female,Laptop
956,Premium,10,24-06-22,1/7/2023,United States,42,Female,Smart TV
957,Basic,14,27-06-22,1/7/2023,Canada,50,Male,Tablet
958,Standard,10,2/7/2022,1/7/2023,United Kingdom,42,Female,Laptop
959,Premium,14,4/7/2022,2/7/2023,Australia,35,Female,Laptop
960,Basic,15,15-07-22,30-06-23,Germany,46,Female,Tablet
961,Premium,15,23-07-22,1/7/2023,France,48,Male,Laptop
962,Basic,12,29-07-22,1/7/2023,Brazil,43,Female,Laptop
963,Standard,13,1/8/2022,1/7/2023,Mexico,51,Female,Tablet
964,Standard,13,12/8/2022,3/7/2023,Spain,45,Male,Smart TV
965,Basic,10,14-08-22,30-06-23,Italy,46,Male,Laptop
966,Premium,12,16-08-22,4/7/2023,Spain,42,Female,Laptop
967,Basic,10,26-08-22,30-06-23,Spain,42,Female,Smartphone
968,Standard,13,31-08-22,3/7/2023,United States,50,Male,Tablet
969,Premium,12,2/9/2022,30-06-23,Canada,28,Male,Smart TV
970,Basic,15,3/9/2022,3/7/2023,United States,44,Female,Tablet
971,Basic,10,5/9/2022,1/7/2023,United States,36,Male,Tablet
972,Basic,14,10/9/2022,2/7/2023,Canada,37,Female,Laptop
973,Standard,12,17-09-22,1/7/2023,United Kingdom,36,Male,Smartphone
974,Premium,13,28-09-22,3/7/2023,Australia,31,Male,Smartphone
975,Basic,12,2/10/2022,30-06-23,Germany,36,Female,Smart TV
976,Basic,15,5/10/2022,3/7/2023,France,39,Female,Laptop
977,Premium,11,7/10/2022,30-06-23,Brazil,45,Female,Laptop
978,Standard,13,8/10/2022,3/7/2023,Mexico,29,Male,Smart TV
979,Standard,15,8/10/2022,1/7/2023,Spain,45,Male,Smartphone
980,Basic,11,9/10/2022,3/7/2023,Italy,29,Male,Smart TV
981,Premium,10,9/10/2022,30-06-23,Spain,28,Female,Smart TV
982,Standard,12,10/10/2022,2/7/2023,Spain,42,Female,Smart TV
983,Basic,11,14-10-22,1/7/2023,United States,36,Female,Smartphone
984,Standard,15,16-10-22,3/7/2023,Canada,39,Male,Smart TV
985,Premium,11,21-10-22,29-06-23,United States,36,Male,Smart TV
986,Basic,15,25-10-22,1/7/2023,United States,49,Male,Laptop
987,Premium,11,30-10-22,1/7/2023,Canada,32,Female,Tablet
988,Standard,12,31-10-22,2/7/2023,United Kingdom,40,Female,Smartphone
989,Basic,12,8/11/2022,1/7/2023,Australia,34,Male,Smartphone
990,Standard,15,9/11/2022,1/7/2023,Germany,35,Male,Smartphone
991,Premium,11,7/11/2022,1/7/2023,France,44,Female,Smart TV
992,Basic,13,8/11/2022,3/7/2023,Brazil,47,Female,Smartphone
993,Standard,14,8/11/2022,3/7/2023,Mexico,33,Female,Laptop
994,Premium,11,31-10-22,2/7/2023,Spain,45,Male,Tablet
995,Basic,14,28-10-22,1/7/2023,Italy,42,Female,Tablet
996,Premium,15,25-10-22,2/7/2023,Spain,46,Male,Tablet
997,Basic,14,18-10-22,2/7/2023,Spain,51,Male,Tablet
998,Standard,15,25-09-22,2/7/2023,United States,41,Female,Laptop
999,Standard,10,26-08-22,1/7/2023,Canada,50,Female,Tablet
1000,Basic,10,20-08-22,2/7/2023,United States,49,Female,Smartphone
1001,Premium,12,12/8/2022,3/7/2023,United States,34,Female,Laptop
1002,Basic,13,12/8/2022,3/7/2023,Canada,38,Female,Tablet
1003,Standard,13,11/8/2022,1/7/2023,United Kingdom,46,Male,Smart TV
1004,Premium,14,11/8/2022,2/7/2023,Australia,42,Male,Smart TV
1005,Basic,12,10/8/2022,2/7/2023,Germany,46,Male,Laptop
1006,Premium,10,31-07-22,3/7/2023,France,51,Female,Smart TV
1007,Basic,12,17-07-22,30-06-23,Brazil,35,Male,Smart TV
1008,Standard,10,15-07-22,2/7/2023,Mexico,34,Female,Smartphone
1009,Standard,14,5/7/2022,2/7/2023,Spain,31,Female,Laptop
1010,Basic,12,1/7/2022,3/7/2023,Italy,36,Female,Tablet
1011,Premium,15,1/7/2022,30-06-23,Spain,28,Male,Smart TV
1012,Basic,15,26-06-22,1/7/2023,Spain,29,Female,Smartphone
1013,Standard,12,27-06-22,2/7/2023,United States,42,Female,Smart TV
1014,Premium,10,28-06-22,2/7/2023,Canada,35,Female,Smartphone
1015,Basic,12,28-06-22,30-06-23,United States,32,Female,Laptop
1016,Premium,10,29-06-22,1/7/2023,United States,43,Female,Tablet
1017,Basic,10,26-06-22,2/7/2023,Canada,29,Male,Smartphone
1018,Standard,13,26-06-22,2/7/2023,United Kingdom,35,Female,Tablet
1019,Standard,14,24-06-22,30-06-23,Australia,27,Female,Tablet
1020,Basic,13,21-06-22,1/7/2023,Germany,38,Male,Tablet
1021,Premium,13,22-06-22,3/7/2023,France,33,Male,Smart TV
1022,Basic,11,18-06-22,2/7/2023,Brazil,48,Male,Laptop
1023,Standard,10,18-06-22,2/7/2023,Mexico,51,Female,Laptop
1024,Premium,10,20-06-22,1/7/2023,Spain,40,Female,Smartphone
1025,Basic,13,23-06-22,3/7/2023,Italy,28,Male,Smartphone
1026,Premium,10,26-06-22,1/7/2023,Spain,46,Female,Laptop
1027,Basic,12,2/7/2022,1/7/2023,Spain,28,Female,Tablet
1028,Standard,12,4/7/2022,1/7/2023,United States,47,Male,Tablet
1029,Standard,10,7/7/2022,2/7/2023,Canada,47,Male,Smartphone
1030,Basic,13,14-07-22,1/7/2023,United States,50,Male,Smartphone
1031,Premium,13,20-07-22,1/7/2023,United States,50,Female,Smart TV
1032,Basic,15,23-07-22,2/7/2023,Canada,29,Male,Smartphone
1033,Standard,15,30-07-22,1/7/2023,United Kingdom,38,Male,Tablet
1034,Premium,11,12/8/2022,3/7/2023,Australia,40,Female,Tablet
1035,Basic,14,14-08-22,1/7/2023,Germany,43,Male,Smartphone
1036,Premium,14,22-08-22,4/7/2023,France,27,Female,Smartphone
1037,Basic,10,29-08-22,30-06-23,Brazil,37,Female,Tablet
1038,Standard,12,2/9/2022,3/7/2023,Mexico,30,Male,Smartphone
1039,Standard,13,3/9/2022,1/7/2023,Spain,50,Male,Laptop
1040,Basic,11,4/9/2022,4/7/2023,Italy,51,Male,Smartphone
1041,Premium,13,6/9/2022,1/7/2023,Spain,37,Female,Laptop
1042,Basic,14,10/9/2022,2/7/2023,Spain,35,Female,Tablet
1043,Standard,12,20-09-22,1/7/2023,United States,35,Male,Tablet
1044,Premium,11,26-09-22,3/7/2023,Canada,46,Male,Tablet
1045,Basic,13,4/10/2022,1/7/2023,United States,27,Male,Tablet
1046,Basic,13,6/10/2022,3/7/2023,United States,27,Male,Laptop
1047,Basic,13,7/10/2022,1/7/2023,Canada,39,Female,Laptop
1048,Standard,15,8/10/2022,3/7/2023,United Kingdom,51,Male,Tablet
1049,Premium,14,9/10/2022,1/7/2023,Australia,41,Male,Smartphone
1050,Basic,15,10/10/2022,3/7/2023,Germany,30,Female,Smart TV
1051,Basic,11,10/10/2022,30-06-23,France,46,Male,Laptop
1052,Premium,14,14-10-22,2/7/2023,Brazil,31,Male,Tablet
1053,Standard,13,15-10-22,1/7/2023,Mexico,49,Male,Smartphone
1054,Standard,12,17-10-22,3/7/2023,Spain,39,Female,Tablet
1055,Basic,11,23-10-22,1/7/2023,Italy,47,Male,Smartphone
1056,Premium,15,27-10-22,2/7/2023,Spain,36,Female,Tablet
1057,Standard,14,29-10-22,2/7/2023,Spain,42,Female,Tablet
1058,Basic,15,5/11/2022,2/7/2023,United States,28,Female,Smart TV
1059,Standard,15,7/11/2022,2/7/2023,Canada,43,Male,Tablet
1060,Premium,10,8/11/2022,2/7/2023,United States,50,Female,Laptop
1061,Basic,15,9/11/2022,1/7/2023,United States,30,Female,Tablet
1062,Premium,10,10/11/2022,3/7/2023,Canada,34,Female,Laptop
1063,Standard,13,2/11/2022,3/7/2023,United Kingdom,35,Female,Laptop
1064,Basic,11,31-10-22,2/7/2023,Australia,29,Male,Tablet
1065,Standard,15,29-10-22,2/7/2023,Germany,33,Male,Smart TV
1066,Premium,12,22-10-22,3/7/2023,France,47,Male,Laptop
1067,Basic,14,20-10-22,2/7/2023,Brazil,32,Female,Tablet
1068,Standard,15,21-10-22,4/7/2023,Mexico,34,Female,Tablet
1069,Premium,13,10/10/2022,2/7/2023,Spain,46,Male,Smart TV
1070,Basic,15,6/9/2022,3/7/2023,Italy,31,Male,Tablet
1071,Premium,12,6/9/2022,3/7/2023,Spain,40,Female,Tablet
1072,Basic,11,13-08-22,3/7/2023,Spain,38,Female,Tablet
1073,Standard,11,13-08-22,1/7/2023,United States,31,Male,Smart TV
1074,Standard,12,13-08-22,2/7/2023,Canada,46,Female,Smartphone
1075,Basic,11,6/8/2022,3/7/2023,United States,43,Male,Smart TV
1076,Premium,15,6/8/2022,3/7/2023,United States,38,Female,Laptop
1077,Basic,15,22-07-22,30-06-23,Canada,38,Female,Laptop
1078,Standard,14,17-07-22,2/7/2023,United Kingdom,27,Male,Laptop
1079,Premium,12,9/7/2022,2/7/2023,Australia,49,Female,Tablet
1080,Basic,11,4/7/2022,3/7/2023,Germany,33,Male,Smartphone
1081,Premium,10,27-06-22,30-06-23,France,40,Female,Smartphone
1082,Basic,13,28-06-22,2/7/2023,Brazil,27,Male,Tablet
1083,Standard,12,28-06-22,2/7/2023,Mexico,28,Female,Laptop
1084,Standard,10,29-06-22,3/7/2023,Spain,30,Male,Smartphone
1085,Basic,10,29-06-22,30-06-23,Italy,33,Female,Smartphone
1086,Premium,15,26-06-22,1/7/2023,Spain,51,Female,Tablet
1087,Basic,11,26-06-22,3/7/2023,Spain,51,Male,Tablet
1088,Standard,10,26-06-22,2/7/2023,United States,50,Female,Smartphone
1089,Premium,14,24-06-22,30-06-23,Canada,46,Female,Tablet
1090,Basic,14,25-06-22,2/7/2023,United States,31,Male,Smart TV
1091,Premium,12,20-06-22,3/7/2023,United States,46,Female,Smartphone
1092,Basic,15,21-06-22,2/7/2023,Canada,41,Male,Smart TV
1093,Standard,12,20-06-22,2/7/2023,United Kingdom,36,Male,Smartphone
1094,Standard,10,22-06-22,2/7/2023,Australia,45,Female,Tablet
1095,Basic,10,24-06-22,3/7/2023,Germany,36,Male,Smartphone
1096,Premium,15,30-06-22,2/7/2023,France,28,Male,Smartphone
1097,Basic,13,3/7/2022,2/7/2023,Brazil,45,Female,Smartphone
1098,Standard,10,4/7/2022,2/7/2023,Mexico,39,Female,Smartphone
1099,Premium,13,8/7/2022,2/7/2023,Spain,51,Female,Laptop
1100,Basic,10,19-07-22,1/7/2023,Italy,37,Male,Laptop
1101,Premium,11,21-07-22,1/7/2023,Spain,33,Female,Tablet
1102,Basic,15,27-07-22,3/7/2023,Spain,32,Female,Smartphone
1103,Standard,14,2/8/2022,1/7/2023,United States,49,Female,Tablet
1104,Standard,10,9/8/2022,3/7/2023,Canada,37,Female,Smart TV
1105,Basic,15,21-08-22,1/7/2023,United States,39,Male,Tablet
1106,Premium,14,29-08-22,4/7/2023,United States,37,Male,Smart TV
1107,Basic,15,31-08-22,1/7/2023,Canada,36,Female,Smart TV
1108,Standard,10,2/9/2022,3/7/2023,United Kingdom,34,Male,Laptop
1109,Premium,13,4/9/2022,1/7/2023,Australia,51,Female,Smartphone
1110,Basic,13,5/9/2022,4/7/2023,Germany,41,Female,Tablet
1111,Premium,13,10/9/2022,1/7/2023,France,51,Male,Smart TV
1112,Basic,15,13-09-22,3/7/2023,Brazil,31,Female,Tablet
1113,Standard,13,20-09-22,1/7/2023,Mexico,44,Male,Laptop
1114,Standard,15,1/10/2022,3/7/2023,Spain,50,Male,Smart TV
1115,Basic,14,3/10/2022,1/7/2023,Italy,33,Male,Laptop
1116,Premium,11,6/10/2022,4/7/2023,Spain,44,Female,Laptop
1117,Basic,15,8/10/2022,1/7/2023,Spain,42,Female,Tablet
1118,Standard,13,9/10/2022,3/7/2023,United States,35,Male,Smart TV
1119,Premium,12,10/10/2022,2/7/2023,Canada,48,Male,Smartphone
1120,Basic,13,10/10/2022,4/7/2023,United States,51,Female,Smartphone
1121,Basic,15,12/10/2022,1/7/2023,United States,44,Female,Smart TV
1122,Basic,11,14-10-22,2/7/2023,Canada,37,Female,Smartphone
1123,Standard,15,15-10-22,2/7/2023,United Kingdom,35,Female,Laptop
1124,Premium,11,17-10-22,3/7/2023,Australia,32,Male,Laptop
1125,Basic,15,19-10-22,2/7/2023,Germany,46,Female,Tablet
1126,Basic,14,25-10-22,2/7/2023,France,39,Female,Laptop
1127,Premium,11,26-10-22,2/7/2023,Brazil,33,Female,Tablet
1128,Standard,10,5/11/2022,3/7/2023,Mexico,42,Male,Tablet
1129,Standard,14,7/11/2022,3/7/2023,Spain,37,Female,Smartphone
1130,Basic,14,8/11/2022,3/7/2023,Italy,27,Female,Smart TV
1131,Premium,14,9/11/2022,2/7/2023,Spain,34,Female,Laptop
1132,Standard,13,6/11/2022,3/7/2023,Spain,51,Male,Laptop
1133,Basic,12,4/11/2022,3/7/2023,United States,42,Male,Laptop
1134,Standard,13,3/11/2022,5/7/2023,Canada,46,Female,Smart TV
1135,Premium,13,23-10-22,2/7/2023,United States,36,Male,Laptop
1136,Basic,14,24-10-22,4/7/2023,United States,46,Male,Smartphone
1137,Premium,13,23-10-22,4/7/2023,Canada,51,Male,Smart TV
1138,Standard,12,21-10-22,4/7/2023,United Kingdom,45,Female,Smartphone
1139,Basic,14,11/9/2022,2/7/2023,Australia,33,Male,Smartphone
1140,Standard,10,9/9/2022,3/7/2023,Germany,31,Female,Smart TV
1141,Premium,12,22-08-22,3/7/2023,France,48,Female,Smart TV
1142,Basic,13,21-08-22,4/7/2023,Brazil,47,Female,Laptop
1143,Standard,13,15-08-22,1/7/2023,Mexico,43,Male,Smart TV
1144,Premium,14,14-08-22,3/7/2023,Spain,39,Male,Tablet
1145,Basic,11,9/8/2022,3/7/2023,Italy,46,Male,Smart TV
1146,Premium,12,4/8/2022,4/7/2023,Spain,46,Female,Smartphone
1147,Basic,11,27-07-22,1/7/2023,Spain,40,Female,Tablet
1148,Standard,12,11/7/2022,2/7/2023,United States,38,Male,Smartphone
1149,Standard,13,9/7/2022,3/7/2023,Canada,48,Female,Tablet
1150,Basic,15,1/7/2022,3/7/2023,United States,38,Male,Tablet
1151,Premium,12,30-06-22,1/7/2023,United States,43,Male,Laptop
1152,Basic,11,29-06-22,2/7/2023,Canada,29,Male,Smartphone
1153,Standard,15,29-06-22,3/7/2023,United Kingdom,32,Female,Laptop
1154,Premium,10,30-06-22,3/7/2023,Australia,32,Female,Laptop
1155,Basic,10,30-06-22,30-06-23,Germany,49,Female,Laptop
1156,Premium,14,26-06-22,2/7/2023,France,51,Female,Laptop
1157,Basic,14,27-06-22,3/7/2023,Brazil,32,Male,Smart TV
1158,Standard,12,25-06-22,2/7/2023,Mexico,35,Female,Smart TV
1159,Standard,15,25-06-22,1/7/2023,Spain,41,Male,Laptop
1160,Basic,12,20-06-22,3/7/2023,Italy,43,Female,Smart TV
1161,Premium,12,21-06-22,3/7/2023,Spain,41,Male,Smartphone
1162,Basic,10,21-06-22,2/7/2023,Spain,51,Male,Smart TV
1163,Standard,13,22-06-22,3/7/2023,United States,47,Female,Smart TV
1164,Premium,15,23-06-22,2/7/2023,Canada,39,Male,Smart TV
1165,Basic,15,27-06-22,3/7/2023,United States,51,Male,Smartphone
1166,Premium,13,2/7/2022,2/7/2023,United States,39,Female,Tablet
1167,Basic,12,3/7/2022,2/7/2023,Canada,45,Male,Tablet
1168,Standard,13,5/7/2022,2/7/2023,United Kingdom,42,Male,Laptop
1169,Standard,13,15-07-22,2/7/2023,Australia,48,Male,Smartphone
1170,Basic,11,20-07-22,2/7/2023,Germany,33,Male,Smart TV
1171,Premium,14,27-07-22,2/7/2023,France,47,Female,Smartphone
1172,Basic,11,29-07-22,4/7/2023,Brazil,51,Female,Smart TV
1173,Standard,11,3/8/2022,1/7/2023,Mexico,27,Male,Smartphone
1174,Premium,11,18-08-22,4/7/2023,Spain,44,Female,Laptop
1175,Basic,12,23-08-22,2/7/2023,Italy,41,Male,Laptop
1176,Premium,11,27-08-22,5/7/2023,Spain,37,Male,Smart TV
1177,Basic,15,1/9/2022,2/7/2023,Spain,48,Male,Tablet
1178,Standard,12,3/9/2022,4/7/2023,United States,30,Male,Smart TV
1179,Standard,14,5/9/2022,2/7/2023,Canada,44,Female,Smartphone
1180,Basic,14,9/9/2022,4/7/2023,United States,34,Female,Smart TV
